event_id,code,signal_date,stage_group,sample_role_v022,expected_d2_date,expected_d3_date,label_d2_date,label_d3_date,daily_label_source_d2,daily_label_source_d3,daily_label_cache_path,daily_label_cache_mtime,daily_label_cache_sha256,d2_open_daily,d3_high_daily,d3_close_daily,daily_label_quality_ok,daily_label_quality_reason,target_training_eligible,tail_training_eligible,section,count
002137_2026-06-04,002137,2026-06-04,d0,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002137_daily.pkl,2026-07-13 13:17:15,f27b7df1cdb5819572ef9fde2c9cef3f21f9b532cea6b307dcce00d97560548b,10.24,10.31,9.81,True,ok,True,True,per_row,
002404_2026-06-03,002404,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002404_daily.pkl,2026-06-29 14:19:40,c5c7db0fb1978ad1907bff5bc354d372167c140967ed621c9f7115eaabe79fc6,7.48,7.3,6.78,True,ok,True,True,per_row,
002421_2026-06-03,002421,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002421_daily.pkl,2026-08-03 22:02:18,486cd083f3d13e63a9ede005716d2c9f2c94fd7fd63ef750b59ec766fc18171e,4.86,5.73,5.73,True,ok,True,True,per_row,
002579_2026-06-03,002579,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002579_daily.pkl,2026-07-16 22:40:17,6cff9829d78e51317751a63045debdcbcca02c4095f36467a612f7d5f8d4ee9e,19.58,17.73,16.82,True,ok,True,True,per_row,
002608_2026-06-02,002608,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002608_daily.pkl,2026-08-03 22:45:45,b67bca04aefd0978ead34eaf0ee2c9e2327edc14e22effce3f399e70330fb54d,10.46,10.15,9.56,True,ok,True,True,per_row,
002995_2026-06-02,002995,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002995_daily.pkl,2026-07-31 17:43:26,2117bdb0b84bf41fc8b1e605f72f38f33533e7568aff059ea66b97bc9559ccdf,23.78,22.14,21.4,True,ok,True,True,per_row,
600011_2026-06-02,600011,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600011_daily.pkl,2026-08-03 22:45:55,918054a27a38e44e781984522247d3713a9a09f65986787b27e759e12e593d0b,8.61,8.72,8.41,True,ok,True,True,per_row,
600121_2026-06-04,600121,2026-06-04,d0,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600121_daily.pkl,2026-07-24 22:09:07,0dc28b7893b7efe7a387e4aeea22f8a93dd4edac0e80a28a4eaba767c491cc77,5.64,5.6,5.25,True,ok,True,True,per_row,
600280_2026-06-03,600280,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600280_daily.pkl,2026-06-29 13:35:48,beb8455707b4a8c2e704d562df396fd5c4118b7486daaa841442f0cff78dd622,3.49,3.74,3.74,True,ok,True,True,per_row,
600487_2026-06-04,600487,2026-06-04,d0,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600487_daily.pkl,2026-06-29 13:40:47,de61e5497e164884999d368c6ff52aabce3b40fecc57728248899379bec4b57a,96.0,102.33,95.47,True,ok,True,True,per_row,
600936_2026-06-04,600936,2026-06-04,d0,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600936_daily.pkl,2026-08-03 22:46:07,3deb574eb7d00860368061addc9029e436eafe9aec20b1ebc462c42923b795b4,6.15,5.87,5.58,True,ok,True,True,per_row,
603045_2026-06-03,603045,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603045_daily.pkl,2026-06-29 14:06:22,c59abe8a6edb6627fcc99a5c1b4519ea357746657d267ea144527fd8770f9c31,75.66,91.26,90.0,True,ok,True,True,per_row,
603311_2026-06-04,603311,2026-06-04,d0,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603311_daily.pkl,2026-07-24 22:11:08,6ddb85101e17aecf68a9d5f9cc979c3efd46834038c93bab56cb3079099e399f,38.14,39.2,36.83,True,ok,True,True,per_row,
603678_2026-06-03,603678,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603678_daily.pkl,2026-07-24 22:11:17,746ade8d040b17dac55f50c1e1c526edb010fd028ee15c5bd005e5dba4c5f346,63.82,65.8,56.68,True,ok,True,True,per_row,
603890_2026-06-03,603890,2026-06-04,post,TRAIN_PRIMARY,2026-06-05,2026-06-08,2026-06-05,2026-06-08,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603890_daily.pkl,2026-07-24 22:11:20,d19c5f988f1dfbbff15ee500c671d3d1a9adfcffbe706bd485932e4d75b7cf3a,28.36,29.4,28.12,True,ok,True,True,per_row,
000055_2026-06-03,000055,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000055_daily.pkl,2026-08-03 22:45:26,f5da75263d4dc8ae2e404010297bd95fa456c8a462f9b77fdb43c76600479979,3.62,3.75,3.7,True,ok,True,True,per_row,
000700_2026-06-04,000700,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000700_daily.pkl,2026-07-06 21:56:05,c689f017fff8097eec871d3b39da941695af6f774f6a828686757a41cd421bc2,15.99,16.71,16.17,True,ok,True,True,per_row,
001210_2026-06-03,001210,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\001210_daily.pkl,2026-07-02 23:09:12,28468a6a1e0d1bf204a4ddbe08ba68de7558bec39f5c3d41c08b9e58d079661c,23.62,24.34,23.14,True,ok,True,True,per_row,
001896_2026-06-05,001896,2026-06-05,d0,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\001896_daily.pkl,2026-07-17 23:23:55,8bc70ad7818091e5b02b0926651782b45da6b479951b39c8bc6c2aaac74de5e3,19.87,21.56,21.56,True,ok,True,True,per_row,
002137_2026-06-04,002137,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002137_daily.pkl,2026-07-13 13:17:15,f27b7df1cdb5819572ef9fde2c9cef3f21f9b532cea6b307dcce00d97560548b,9.57,10.79,10.79,True,ok,True,True,per_row,
002404_2026-06-03,002404,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002404_daily.pkl,2026-06-29 14:19:40,c5c7db0fb1978ad1907bff5bc354d372167c140967ed621c9f7115eaabe79fc6,7.05,6.85,6.38,True,ok,True,True,per_row,
002579_2026-06-03,002579,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002579_daily.pkl,2026-07-16 22:40:17,6cff9829d78e51317751a63045debdcbcca02c4095f36467a612f7d5f8d4ee9e,16.82,17.3,16.74,True,ok,True,True,per_row,
002787_2026-06-05,002787,2026-06-05,d0,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002787_daily.pkl,2026-07-14 21:19:51,96fb2408e021d71cd76864701ee74f05996111773ab72ee8123b86ceb395fdc5,26.1,27.85,27.4,True,ok,True,True,per_row,
002951_2026-06-03,002951,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002951_daily.pkl,2026-07-31 17:41:40,13ee945fe3034656f2637911ae67978f211ad3793d2be3e3b61b03b098e5fad5,20.08,19.5,18.08,True,ok,True,True,per_row,
600121_2026-06-04,600121,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600121_daily.pkl,2026-07-24 22:09:07,0dc28b7893b7efe7a387e4aeea22f8a93dd4edac0e80a28a4eaba767c491cc77,5.21,5.1,4.85,True,ok,True,True,per_row,
600255_2026-06-05,600255,2026-06-05,d0,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600255_daily.pkl,2026-07-17 23:22:54,c8f1829cc39da9b96c4a76695e915e94e4ec82ce6373a7fdef4e67a23495f48a,4.35,4.74,4.46,True,ok,True,True,per_row,
600280_2026-06-03,600280,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600280_daily.pkl,2026-06-29 13:35:48,beb8455707b4a8c2e704d562df396fd5c4118b7486daaa841442f0cff78dd622,3.38,3.68,3.42,True,ok,True,True,per_row,
600439_2026-06-05,600439,2026-06-05,d0,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600439_daily.pkl,2026-08-03 22:46:02,7bf14b4263c63d1aa2d3e9e08308c84b3eb6d22d3e0a8d35e1d3f43cdae973d8,2.64,2.61,2.48,True,ok,True,True,per_row,
600487_2026-06-04,600487,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600487_daily.pkl,2026-06-29 13:40:47,de61e5497e164884999d368c6ff52aabce3b40fecc57728248899379bec4b57a,92.55,105.02,105.02,True,ok,True,True,per_row,
600688_2026-06-05,600688,2026-06-05,d0,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600688_daily.pkl,2026-08-03 22:46:03,3a0c5412085f5b05a7206665a3081ff18da2e17b70e7d226c54c651dff214031,3.31,3.32,3.15,True,ok,True,True,per_row,
600936_2026-06-04,600936,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600936_daily.pkl,2026-08-03 22:46:07,3deb574eb7d00860368061addc9029e436eafe9aec20b1ebc462c42923b795b4,5.7,5.81,5.51,True,ok,True,True,per_row,
603045_2026-06-03,603045,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603045_daily.pkl,2026-06-29 14:06:22,c59abe8a6edb6627fcc99a5c1b4519ea357746657d267ea144527fd8770f9c31,78.86,90.71,89.2,True,ok,True,True,per_row,
603311_2026-06-04,603311,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603311_daily.pkl,2026-07-24 22:11:08,6ddb85101e17aecf68a9d5f9cc979c3efd46834038c93bab56cb3079099e399f,38.9,39.5,38.51,True,ok,True,True,per_row,
603678_2026-06-03,603678,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603678_daily.pkl,2026-07-24 22:11:17,746ade8d040b17dac55f50c1e1c526edb010fd028ee15c5bd005e5dba4c5f346,58.01,61.14,59.62,True,ok,True,True,per_row,
603890_2026-06-03,603890,2026-06-05,post,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603890_daily.pkl,2026-07-24 22:11:20,d19c5f988f1dfbbff15ee500c671d3d1a9adfcffbe706bd485932e4d75b7cf3a,28.88,28.0,25.43,True,ok,True,True,per_row,
605162_2026-06-05,605162,2026-06-05,d0,TRAIN_PRIMARY,2026-06-08,2026-06-09,2026-06-08,2026-06-09,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\605162_daily.pkl,2026-07-31 17:43:53,3ab7c55a9a19fec7a1f02278eeb1002500d423ef92d6c6c04dfe091df3dae0c2,11.78,11.25,10.55,True,ok,True,True,per_row,
000520_2026-06-08,000520,2026-06-08,d0,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000520_daily.pkl,2026-08-03 22:45:28,26b3b683fe54df6b12f6120c6cccfdbf7d25de94904e9687ba41513988e9923d,4.57,4.52,4.31,True,ok,True,True,per_row,
000700_2026-06-04,000700,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000700_daily.pkl,2026-07-06 21:56:05,c689f017fff8097eec871d3b39da941695af6f774f6a828686757a41cd421bc2,16.52,15.87,15.22,True,ok,True,True,per_row,
001896_2026-06-05,001896,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\001896_daily.pkl,2026-07-17 23:23:55,8bc70ad7818091e5b02b0926651782b45da6b479951b39c8bc6c2aaac74de5e3,19.58,22.35,21.17,True,ok,True,True,per_row,
002137_2026-06-04,002137,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002137_daily.pkl,2026-07-13 13:17:15,f27b7df1cdb5819572ef9fde2c9cef3f21f9b532cea6b307dcce00d97560548b,9.84,11.87,10.7,True,ok,True,True,per_row,
002787_2026-06-05,002787,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002787_daily.pkl,2026-07-14 21:19:51,96fb2408e021d71cd76864701ee74f05996111773ab72ee8123b86ceb395fdc5,27.35,27.6,27.15,True,ok,True,True,per_row,
003036_2026-06-08,003036,2026-06-08,d0,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\003036_daily.pkl,2026-08-03 22:00:57,27dc160cddc59267798c406647abf1f110832bf210167c0f0d77b95c5bd96ce2,78.6,83.96,80.6,True,ok,True,True,per_row,
600121_2026-06-04,600121,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600121_daily.pkl,2026-07-24 22:09:07,0dc28b7893b7efe7a387e4aeea22f8a93dd4edac0e80a28a4eaba767c491cc77,5.06,4.92,4.57,True,ok,True,True,per_row,
600255_2026-06-05,600255,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600255_daily.pkl,2026-07-17 23:22:54,c8f1829cc39da9b96c4a76695e915e94e4ec82ce6373a7fdef4e67a23495f48a,4.61,4.38,4.01,True,ok,True,True,per_row,
600293_2026-06-08,600293,2026-06-08,d0,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600293_daily.pkl,2026-07-17 23:22:55,0e43de6ef3e1b6789dfd2a0c15eb7988de797400b034adb16ce2fe031229cd97,4.05,3.98,3.82,True,ok,True,True,per_row,
600439_2026-06-05,600439,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600439_daily.pkl,2026-08-03 22:46:02,7bf14b4263c63d1aa2d3e9e08308c84b3eb6d22d3e0a8d35e1d3f43cdae973d8,2.61,2.5,2.35,True,ok,True,True,per_row,
600487_2026-06-04,600487,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600487_daily.pkl,2026-06-29 13:40:47,de61e5497e164884999d368c6ff52aabce3b40fecc57728248899379bec4b57a,99.77,109.99,106.88,True,ok,True,True,per_row,
600688_2026-06-05,600688,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600688_daily.pkl,2026-08-03 22:46:03,3a0c5412085f5b05a7206665a3081ff18da2e17b70e7d226c54c651dff214031,3.32,3.16,2.99,True,ok,True,True,per_row,
603311_2026-06-04,603311,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603311_daily.pkl,2026-07-24 22:11:08,6ddb85101e17aecf68a9d5f9cc979c3efd46834038c93bab56cb3079099e399f,37.5,40.26,38.53,True,ok,True,True,per_row,
605162_2026-06-05,605162,2026-06-08,post,TRAIN_PRIMARY,2026-06-09,2026-06-10,2026-06-09,2026-06-10,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\605162_daily.pkl,2026-07-31 17:43:53,3ab7c55a9a19fec7a1f02278eeb1002500d423ef92d6c6c04dfe091df3dae0c2,11.16,10.53,9.97,True,ok,True,True,per_row,
000068_2026-06-09,000068,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000068_daily.pkl,2026-06-29 13:35:25,247f04a3f31714a4bfbe08f0e91f95e7225c45ab652a79249042c8468ba6166f,3.77,3.58,3.46,True,ok,True,True,per_row,
000517_2026-06-09,000517,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000517_daily.pkl,2026-07-31 17:42:57,9e71f9fb092bc2503bf0bfbb0e8de14dc9372f2b25a8c0c6570cf268f48a237c,2.03,2.06,1.91,True,ok,True,True,per_row,
000520_2026-06-08,000520,2026-06-09,post,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000520_daily.pkl,2026-08-03 22:45:28,26b3b683fe54df6b12f6120c6cccfdbf7d25de94904e9687ba41513988e9923d,4.44,4.6,4.19,True,ok,True,True,per_row,
000759_2026-06-09,000759,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000759_daily.pkl,2026-07-17 23:22:17,aa2d4816fa28ad74ec92442beb57ee893abbba87c65ca2655448ea52cd5b263e,6.16,6.2,5.3,True,ok,True,True,per_row,
002361_2026-06-09,002361,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002361_daily.pkl,2026-08-03 22:02:15,dd23f118469d046bc60b6f78b8bb5ffd80506d2f9be9fd76c43783dec85d1ce5,17.75,18.59,17.47,True,ok,True,True,per_row,
002421_2026-06-09,002421,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002421_daily.pkl,2026-08-03 22:02:18,486cd083f3d13e63a9ede005716d2c9f2c94fd7fd63ef750b59ec766fc18171e,5.7,4.89,4.89,True,ok,True,True,per_row,
002613_2026-06-09,002613,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002613_daily.pkl,2026-06-29 13:32:28,75f5b568492e6ccd98c6aea65af42269bb81c30ed080d2bf6f5a01dc04740b59,5.11,5.04,4.81,True,ok,True,True,per_row,
002787_2026-06-05,002787,2026-06-09,post,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002787_daily.pkl,2026-07-14 21:19:51,96fb2408e021d71cd76864701ee74f05996111773ab72ee8123b86ceb395fdc5,27.0,27.75,26.1,True,ok,True,True,per_row,
003009_2026-06-09,003009,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\003009_daily.pkl,2026-07-16 22:42:38,1706734eb66c415372c43c29c86ef2b9c2a20f79f1a7cac19af56fbc54df8dbd,57.25,56.5,55.11,True,ok,True,True,per_row,
600255_2026-06-05,600255,2026-06-09,post,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600255_daily.pkl,2026-07-17 23:22:54,c8f1829cc39da9b96c4a76695e915e94e4ec82ce6373a7fdef4e67a23495f48a,4.35,4.41,4.27,True,ok,True,True,per_row,
600293_2026-06-08,600293,2026-06-09,post,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600293_daily.pkl,2026-07-17 23:22:55,0e43de6ef3e1b6789dfd2a0c15eb7988de797400b034adb16ce2fe031229cd97,3.95,3.88,3.63,True,ok,True,True,per_row,
603500_2026-06-09,603500,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603500_daily.pkl,2026-07-14 21:20:16,b7a77f532a74ec300d3f0de2e3325b03a4aefd8c421aedab125b18afa9788ccd,12.71,13.9,13.12,True,ok,True,True,per_row,
603859_2026-06-09,603859,2026-06-09,d0,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603859_daily.pkl,2026-06-29 13:33:24,8ea82cdb136fdeb1980c5d659df7ca74b672a76c52c74c5c0972eb37264d3b14,52.31,55.66,51.89,True,ok,True,True,per_row,
605162_2026-06-05,605162,2026-06-09,post,TRAIN_PRIMARY,2026-06-10,2026-06-11,2026-06-10,2026-06-11,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\605162_daily.pkl,2026-07-31 17:43:53,3ab7c55a9a19fec7a1f02278eeb1002500d423ef92d6c6c04dfe091df3dae0c2,10.34,9.86,9.52,True,ok,True,True,per_row,
000068_2026-06-09,000068,2026-06-10,post,TRAIN_PRIMARY,2026-06-11,2026-06-12,2026-06-11,2026-06-12,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000068_daily.pkl,2026-06-29 13:35:25,247f04a3f31714a4bfbe08f0e91f95e7225c45ab652a79249042c8468ba6166f,3.46,3.52,3.46,True,ok,True,True,per_row,
000517_2026-06-09,000517,2026-06-10,post,TRAIN_PRIMARY,2026-06-11,2026-06-12,2026-06-11,2026-06-12,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000517_daily.pkl,2026-07-31 17:42:57,9e71f9fb092bc2503bf0bfbb0e8de14dc9372f2b25a8c0c6570cf268f48a237c,1.94,1.94,1.9,True,ok,True,True,per_row,
000520_2026-06-08,000520,2026-06-10,post,TRAIN_PRIMARY,2026-06-11,2026-06-12,2026-06-11,2026-06-12,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000520_daily.pkl,2026-08-03 22:45:28,26b3b683fe54df6b12f6120c6cccfdbf7d25de94904e9687ba41513988e9923d,4.32,4.3,4.15,True,ok,True,True,per_row,
000759_2026-06-09,000759,2026-06-10,post,TRAIN_PRIMARY,2026-06-11,2026-06-12,2026-06-11,2026-06-12,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000759_daily.pkl,2026-07-17 23:22:17,aa2d4816fa28ad74ec92442beb57ee893abbba87c65ca2655448ea52cd5b263e,5.65,5.83,5.83,True,ok,True,True,per_row,
001696_2026-06-10,001696,2026-06-10,d0,TRAIN_PRIMARY,2026-06-11,2026-06-12,2026-06-11,2026-06-12,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\001696_daily.pkl,2026-06-29 13:35:35,a699c5cff9d5dc895b684b805ecff8f40aa2b2a78794490d44423430ba512a86,19.0,22.84,22.84,True,ok,True,True,per_row,
002254_2026-06-10,002254,2026-06-10,d0,TRAIN_PRIMARY,2026-06-11,2026-06-12,2026-06-11,2026-06-12,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002254_daily.pkl,2026-08-03 22:45:42,4b8a013aac87751792312e492225fc953acf96c4f9db4f4b2b47642ed636d49e,17.37,18.68,18.06,True,ok,True,True,per_row,
