code,trade_date,source_a,source_b,open_a,open_b,high_a,high_b,low_a,low_b,close_a,close_b,volume_a,volume_b,amount_a,amount_b,price_fields_equal,target7_would_differ,tail_loss_would_differ,recommended_authoritative_source,recommendation_reason
000090,2026-06-02,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.79,3.79,3.83,3.83,3.66,3.66,3.7,3.7,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,37.11,37.11,37.18,37.18,33.74,33.74,34.28,34.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,37.11,37.11,37.18,37.18,33.74,33.74,34.28,34.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,37.11,37.11,37.18,37.18,33.74,33.74,34.28,34.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,82.0,82.0,85.8,85.8,73.95,73.95,76.01,76.01,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,82.0,82.0,85.8,85.8,73.95,73.95,76.01,76.01,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,82.0,82.0,85.8,85.8,73.95,73.95,76.01,76.01,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,76.88,76.88,79.8,79.8,68.41,68.41,68.41,68.41,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,76.88,76.88,79.8,79.8,68.41,68.41,68.41,68.41,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,76.88,76.88,79.8,79.8,68.41,68.41,68.41,68.41,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,15.8,15.8,16.03,16.03,15.02,15.02,15.02,15.02,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,15.8,15.8,16.03,16.03,15.02,15.02,15.02,15.02,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,15.8,15.8,16.03,16.03,15.02,15.02,15.02,15.02,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,14.9,14.9,15.0,15.0,13.52,13.52,13.52,13.52,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,14.9,14.9,15.0,15.0,13.52,13.52,13.52,13.52,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,14.9,14.9,15.0,15.0,13.52,13.52,13.52,13.52,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,21.53,21.53,23.49,23.49,21.53,21.53,22.28,22.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,21.53,21.53,23.49,23.49,21.53,21.53,22.28,22.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,21.53,21.53,23.49,23.49,21.53,21.53,22.28,22.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,22.04,22.04,22.37,22.37,20.05,20.05,20.05,20.05,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,22.04,22.04,22.37,22.37,20.05,20.05,20.05,20.05,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,22.04,22.04,22.37,22.37,20.05,20.05,20.05,20.05,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
601133,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,37.95,37.95,39.0,39.0,36.12,36.12,37.38,37.38,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
601133,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,37.95,37.95,39.0,39.0,36.12,36.12,37.38,37.38,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
601133,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,37.95,37.95,39.0,39.0,36.12,36.12,37.38,37.38,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
601133,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,37.37,37.37,38.09,38.09,35.0,35.0,35.9,35.9,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,10.44,10.44,10.73,10.73,9.87,9.87,9.95,9.95,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,10.44,10.44,10.73,10.73,9.87,9.87,9.95,9.95,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,10.44,10.44,10.73,10.73,9.87,9.87,9.95,9.95,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,10.14,10.14,10.95,10.95,10.01,10.01,10.21,10.21,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,10.14,10.14,10.95,10.95,10.01,10.01,10.21,10.21,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,10.14,10.14,10.95,10.95,10.01,10.01,10.21,10.21,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,80.0,80.0,83.86,83.86,75.13,75.13,75.13,75.13,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,80.0,80.0,83.86,83.86,75.13,75.13,75.13,75.13,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,80.0,80.0,83.86,83.86,75.13,75.13,75.13,75.13,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,75.15,75.15,76.07,76.07,71.01,71.01,71.45,71.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,75.15,75.15,76.07,76.07,71.01,71.01,71.45,71.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,75.15,75.15,76.07,76.07,71.01,71.01,71.45,71.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603650,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,94.82,94.82,97.0,97.0,88.01,88.01,89.08,89.08,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603650,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,94.82,94.82,97.0,97.0,88.01,88.01,89.08,89.08,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603650,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,94.82,94.82,97.0,97.0,88.01,88.01,89.08,89.08,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603650,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,90.44,90.44,92.3,92.3,82.7,82.7,83.69,83.69,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,27.52,27.52,29.43,29.43,26.79,26.79,29.16,29.16,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,27.52,27.52,29.43,29.43,26.79,26.79,29.16,29.16,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,27.52,27.52,29.43,29.43,26.79,26.79,29.16,29.16,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,28.49,28.49,31.3,31.3,28.48,28.48,31.12,31.12,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,28.49,28.49,31.3,31.3,28.48,28.48,31.12,31.12,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-06,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,28.49,28.49,31.3,31.3,28.48,28.48,31.12,31.12,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000520,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,4.66,4.66,4.92,4.92,4.66,4.66,4.7,4.7,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000536,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,3.91,3.91,4.0,4.0,3.6,3.6,3.61,3.61,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000601,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,6.66,6.66,7.26,7.26,6.54,6.54,7.19,7.19,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
001313,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,7.89,7.89,8.14,8.14,7.8,7.8,7.88,7.88,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
001331,2026-07-07,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,65.0,65.0,68.0,68.0,60.8,60.8,61.0,61.0,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002458,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,9.0,9.0,9.77,9.77,8.8,8.8,9.45,9.45,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002559,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,14.32,14.32,14.47,14.47,12.82,12.82,13.25,13.25,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002826,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,17.92,17.92,19.0,19.0,17.57,17.57,18.3,18.3,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002971,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,69.14,69.14,73.03,73.03,64.39,64.39,64.39,64.39,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,34.17,34.17,34.58,34.58,32.36,32.36,33.04,33.04,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600378,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,66.88,66.88,68.41,68.41,64.01,64.01,65.57,65.57,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600707,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,13.0,13.0,13.67,13.67,12.69,12.69,12.95,12.95,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600783,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,20.05,20.05,20.2,20.2,18.9,18.9,19.04,19.04,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603033,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,10.35,10.35,10.35,10.35,9.19,9.19,9.19,9.19,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603379,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,70.58,70.58,73.3,73.3,69.7,69.7,70.29,70.29,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-06,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,22.09,22.09,22.4,22.4,20.22,20.22,20.24,20.24,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-06,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,22.09,22.09,22.4,22.4,20.22,20.22,20.24,20.24,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-06,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,22.09,22.09,22.4,22.4,20.22,20.22,20.24,20.24,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,19.99,19.99,20.45,20.45,19.1,19.1,19.34,19.34,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,19.99,19.99,20.45,20.45,19.1,19.1,19.34,19.34,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,19.99,19.99,20.45,20.45,19.1,19.1,19.34,19.34,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603983,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,30.59,30.59,31.96,31.96,29.73,29.73,30.95,30.95,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-06,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,33.8,33.8,34.65,34.65,32.59,32.59,32.66,32.66,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,ALTERNATIVE_DAILY_CACHE,PRIMARY_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,ALTERNATIVE_DAILY_CACHE,PRIMARY_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,ALTERNATIVE_DAILY_CACHE,PRIMARY_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605488,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,32.6,32.6,33.5,33.5,31.18,31.18,31.45,31.45,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000576,2026-07-07,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,7.55,7.55,7.73,7.73,7.29,7.29,7.31,7.31,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002747,2026-07-07,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,45.69,45.69,49.0,49.0,44.88,44.88,49.0,49.0,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603338,2026-07-07,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,53.0,53.0,54.15,54.15,52.36,52.36,53.73,53.73,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603338,2026-07-07,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,53.0,53.0,54.15,54.15,52.36,52.36,53.73,53.73,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603338,2026-07-07,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,53.0,53.0,54.15,54.15,52.36,52.36,53.73,53.73,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603338,2026-07-08,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,53.0,53.0,53.2,53.2,51.0,51.0,51.98,51.98,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603338,2026-07-08,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,53.0,53.0,53.2,53.2,51.0,51.0,51.98,51.98,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603338,2026-07-08,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,53.0,53.0,53.2,53.2,51.0,51.0,51.98,51.98,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603505,2026-07-08,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,19.34,19.34,19.42,19.42,17.88,17.88,17.88,17.88,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
